doc_id,advertisers_length,hash_value,advertiser_1,advertiser_2,advertiser_3,advertiser_4,advertiser_5,advertiser_1_adserver,advertiser_2_adserver,advertiser_3_adserver,advertiser_4_adserver,advertiser_5_adserver,advertiser_1_publisher,advertiser_2_publisher,advertiser_3_publisher,advertiser_4_publisher,advertiser_5_publisher,category_1_1,score_1_1,category_1_2,score_1_2,category_1_3,score_1_3,category_2_1,score_2_1,category_2_2,score_2_2,category_2_3,score_2_3,id,img_url,filename,img_text,popup_over_img,cropped_text,width,height,shape,domain,text_style,date_entry,discount_entry,call_to_action,contains_company_name,dominant_color_R,dominant_color_G,dominant_color_B,dominant_color_percentage,dominant_color_name,language,valid,intention,confidence_score
38d445bf_1_5,1,493c46129bb5a322,spotify.com,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.8179404088552312,Music and Audio,0.06108418493600602,Personal Finance,0.05317315506917399,Alternative Music,0.07585395549629928,Video Game Genres,0.05905738332744012,Industries,0.03517846090397673,969,http://ads3-d.adbl.io/static/img/2022-04-18/Automobiles/www.kicker.de/38d445bf/1_5.png,493c46129bb5a322_1_5.png,k DER NFL PODCAST JETZT HÖREN Footballerei FREI SCHNAUZE,0,0,1130,90,Wide skyscraper,Entertainment,mixed,0,0,0,1,87.38253310449369,32.00138138892335,12.344217003645252,70.47,maroon,de,1,quality,3.0
d6665748_1_0,1,da8bd3074549e265,aktion-deutschland-hilft.de,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.2374462299160705,Television,0.1449322231214428,Sports,0.12615914693388586,Industries,0.2121230916617977,Drama TV,0.10548937283007226,Diseases and Conditions,0.0314007925631589,92,http://ads3-d.adbl.io/static/img/2022-04-17/Automobiles/www.shz.de/d6665748/1_0.png,da8bd3074549e265_1_0.png,Nothilfe Ukraine Jetzt spenden! Aktion Deutschland Hilft Bündnis deutscher Hilfsorganisationen,0,0,970,250,Wide skyscraper,Other,typed,0,0,1,1,252.57684888180438,251.41692649335326,251.006123684956,36.77,white,de,1,quality,4.0
53b0262d_0_8,1,1ea194d989312936,recruitmentiq.co.uk,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.8185436043853954,Careers,0.10999318610583801,Hobbies & Interests,0.026462846941776044,Business,0.4517236389320731,Industries,0.22048179154850936,Economy,0.15403306153257895,1164,http://ads3-d.adbl.io/static/img/2022-04-19/Automobiles/heraldscotland.com/b688cdcd/0_5.png,1ea194d989312936_0_5.png,"Intelligent hiring solutions We have the expertise, tools and technology to help you stand out and hire great talent quickly FIND OUT MORE RECRUITMENTiQ",0,0,300,250,Medium rectangle,Jobs,typed,0,0,1,1,17.281885711509286,50.944020973924786,81.42149342137554,54.93,navy,en,1,quality,5.0
57ed9f61_1_3,1,2e4217bed8cc80bd,recruitmentiq.co.uk,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.8185436043853954,Careers,0.10999318610583801,Hobbies & Interests,0.026462846941776044,Business,0.4517236389320731,Industries,0.22048179154850936,Economy,0.15403306153257895,1163,http://ads3-d.adbl.io/static/img/2022-04-19/Automobiles/heraldscotland.com/b688cdcd/0_3.png,2e4217bed8cc80bd_0_3.png,"Intelligent hiring solutions We have the expertise, tools and technology to help you stand out and hire great talent quickly FIND OUT MORE RECRUITMENTiQ",0,0,728,90,Wide skyscraper,Jobs,typed,0,0,1,1,16.237912769076907,49.67043840865506,77.6133889327191,67.71,navy,en,1,quality,5.0
a9ea0c4e_1_5,1,dbf0b63dfd4ed8c3,recruitmentiq.co.uk,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.8185436043853954,Careers,0.10999318610583801,Hobbies & Interests,0.026462846941776044,Business,0.4517236389320731,Industries,0.22048179154850936,Economy,0.15403306153257895,300,http://ads3-d.adbl.io/static/img/2022-04-18/Automobiles/heraldscotland.com/859139ab/1_4.png,dbf0b63dfd4ed8c3_1_4.png,"Intelligent hiring solutions We have the expertise, tools and technology to help you stand out and hire great talent quickly FIND OUT MORE>> RECRUITMENTiQ",0,0,300,600,Sidebar ad,Jobs,typed,0,0,1,1,16.896022669557752,49.855684884321356,81.93219458774534,49.21,navy,en,1,quality,5.0
55afafa4_1_7,1,0095bc60bad7d268,recruitmentiq.co.uk,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.8185436043853954,Careers,0.10999318610583801,Hobbies & Interests,0.026462846941776044,Business,0.4517236389320731,Industries,0.22048179154850936,Economy,0.15403306153257895,303,http://ads3-d.adbl.io/static/img/2022-04-18/Automobiles/heraldscotland.com/859139ab/1_6.png,0095bc60bad7d268_1_6.png,"Intelligent hiring solutions We have the expertise, tools and technology to help you stand out and hire great talent quickly FIND OUT MORE>> RECRUITMENTIQ",0,0,280,130,Wide skyscraper,Jobs,typed,0,0,1,1,18.108300841369328,52.98778986250664,82.65688487584765,53.55,navy,en,1,quality,5.0
30bc077d_0_4,1,8002162b15fa0792,recruitmentiq.co.uk,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.8185436043853954,Careers,0.10999318610583801,Hobbies & Interests,0.026462846941776044,Business,0.4517236389320731,Industries,0.22048179154850936,Economy,0.15403306153257895,754,http://ads3-d.adbl.io/static/img/2022-04-18/Automobiles/heraldscotland.com/7b5a1125/1_6.png,8002162b15fa0792_1_6.png,The intelligent way to recruit Great new talent is out there. Let RecruitmentiQ help you hire it. FIND OUT MORE RECRUITMENTiQ,0,0,300,250,Medium rectangle,Jobs,typed,0,0,1,1,18.38401062417374,51.812775564409606,78.84993359893653,50.2,navy,en,1,quality,5.0
7b5a1125_1_9,1,8d7bd5b830bba38a,recruitmentiq.co.uk,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.8185436043853954,Careers,0.10999318610583801,Hobbies & Interests,0.026462846941776044,Business,0.4517236389320731,Industries,0.22048179154850936,Economy,0.15403306153257895,746,http://ads3-d.adbl.io/static/img/2022-04-18/Automobiles/heraldscotland.com/7b5a1125/1_9.png,8d7bd5b830bba38a_1_9.png,The intelligent way to recruit Great new talent is out there. Let RecruitmentiQ help you hire it. FIND OUT MORE RECRUITMENTiQ,0,0,728,90,Wide skyscraper,Jobs,typed,0,0,1,1,17.522980470973273,46.227991611693795,70.60017912534244,69.87,navy,en,1,quality,5.0
7b5a1125_1_7,1,7a42bf1f4b9b40df,recruitmentiq.co.uk,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.8185436043853954,Careers,0.10999318610583801,Hobbies & Interests,0.026462846941776044,Business,0.4517236389320731,Industries,0.22048179154850936,Economy,0.15403306153257895,755,http://ads3-d.adbl.io/static/img/2022-04-18/Automobiles/heraldscotland.com/7b5a1125/1_7.png,7a42bf1f4b9b40df_1_7.png,The intelligent way to recruit Great new talent is out there. Let RecruitmentiQ help you hire it. FIND OUT MORE RECRUITMENTiQ,0,0,280,130,Wide skyscraper,Jobs,typed,0,0,1,1,18.38282336578497,52.154960593417975,79.67727167362044,47.41,navy,en,1,quality,5.0
7b5a1125_1_5,1,db01701d684470a0,recruitmentiq.co.uk,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.8185436043853954,Careers,0.10999318610583801,Hobbies & Interests,0.026462846941776044,Business,0.4517236389320731,Industries,0.22048179154850936,Economy,0.15403306153257895,753,http://ads3-d.adbl.io/static/img/2022-04-18/Automobiles/heraldscotland.com/7b5a1125/1_5.png,db01701d684470a0_1_5.png,The intelligent way to recruit Great new talent is out there. Let RecruitmentiQ help you hire it. FIND OUT MORE RECRUITMENTiQ,0,0,300,600,Sidebar ad,Jobs,typed,0,0,1,1,17.881696128904927,50.94326471247867,78.54609532333933,49.66,navy,en,1,quality,5.0
7b5a1125_1_3,1,6df0857a830acf6c,recruitmentiq.co.uk,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.8185436043853954,Careers,0.10999318610583801,Hobbies & Interests,0.026462846941776044,Business,0.4517236389320731,Industries,0.22048179154850936,Economy,0.15403306153257895,752,http://ads3-d.adbl.io/static/img/2022-04-18/Automobiles/heraldscotland.com/7b5a1125/1_3.png,6df0857a830acf6c_1_3.png,The intelligent way to recruit Great new talent is out there. Let RecruitmentiQ help you hire it. FIND OUT MORE RECRUITMENTiQ,0,0,970,250,Wide skyscraper,Jobs,typed,0,0,1,1,17.2854822841122,50.603943449376075,77.81548268845118,61.2,navy,en,1,quality,5.0
859139ab_1_3,1,81d03c0558ea5f4d,recruitmentiq.co.uk,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.8185436043853954,Careers,0.10999318610583801,Hobbies & Interests,0.026462846941776044,Business,0.4517236389320731,Industries,0.22048179154850936,Economy,0.15403306153257895,299,http://ads3-d.adbl.io/static/img/2022-04-18/Automobiles/heraldscotland.com/859139ab/1_3.png,81d03c0558ea5f4d_1_3.png,"Intelligent hiring solutions We have the expertise, tools and technology to help you stand out and hire great talent quickly FIND OUT MORE>> RECRUITMENTiQ",0,0,970,250,Wide skyscraper,Jobs,typed,0,0,1,1,17.058464317741848,50.74177358514471,79.02174203437801,64.83,navy,en,1,quality,5.0
5e8982f2_1_0,2,0c8a2a0811035cf4,frankenpost.de,vorteilhaftleben.de,,,,False,False,False,False,False,False,False,False,False,False,Events and Attractions,0.5151597555442311,News and Politics,0.12161538491474465,Sports,0.10159497523756554,Politics,0.08753850126471976,Cinemas and Events,0.052803747429836484,Political Event,0.05012614900682165,1578,http://ads3-d.adbl.io/static/img/2022-04-21/Automobiles/www.frankenpost.de/5e8982f2/1_0.png,0c8a2a0811035cf4_1_0.png,Ausschau halten! Nach einem neuen Leser und tollen Prämien. Frankenpost Frankenpost,0,0,1200,60,Wide skyscraper,Other,typed,0,0,0,1,246.63689422949662,219.74525287204145,2.704159514066617,52.58,yellow,de,1,price,2.0
2d708f98_1_0,2,d4fa59bf0e67ba8f,frankenpost.de,vorteilhaftleben.de,,,,False,False,False,False,False,False,False,False,False,False,Events and Attractions,0.5151597555442311,News and Politics,0.12161538491474465,Sports,0.10159497523756554,Politics,0.08753850126471976,Cinemas and Events,0.052803747429836484,Political Event,0.05012614900682165,2040,http://ads3-d.adbl.io/static/img/2022-04-21/Automobiles/www.frankenpost.de/2d708f98/1_0.png,d4fa59bf0e67ba8f_1_0.png,"Gut informiert in den Frühling Fp+ Frankenpost Frankenpost 3 Wochen lesen für nur 7,-€",0,0,1200,60,Wide skyscraper,Other,typed,0,0,0,1,248.43326598771,248.6210778048119,240.72123036325084,33.68,white,de,1,price,6.0
2d708f98_0_0,2,7ae5bf68363d7d6e,frankenpost.de,vorteilhaftleben.de,,,,False,False,False,False,False,False,False,False,False,False,Events and Attractions,0.5151597555442311,News and Politics,0.12161538491474465,Sports,0.10159497523756554,Politics,0.08753850126471976,Cinemas and Events,0.052803747429836484,Political Event,0.05012614900682165,2045,http://ads3-d.adbl.io/static/img/2022-04-21/Automobiles/www.frankenpost.de/2d708f98/0_0.png,7ae5bf68363d7d6e_0_0.png,Newsletter abonnieren Das Beste der Woche - jetzt zum Newsletter anmelden!,0,0,1200,60,Wide skyscraper,Other,typed,0,0,1,0,236.41257572592582,236.06056174867214,235.8992156788292,73.13,white,de,1,quality,5.0
9ecdd4a1_1_0,2,fa0c9245bcd7ec53,frankenpost.de,vorteilhaftleben.de,,,,False,False,False,False,False,False,False,False,False,False,Events and Attractions,0.5151597555442311,News and Politics,0.12161538491474465,Sports,0.10159497523756554,Politics,0.08753850126471976,Cinemas and Events,0.052803747429836484,Political Event,0.05012614900682165,1668,http://ads3-d.adbl.io/static/img/2022-04-21/Automobiles/www.frankenpost.de/9ecdd4a1/1_0.png,fa0c9245bcd7ec53_1_0.png,"Digital-Abo Premium-Artikel Fp+ für nur 0,99€ testen",0,0,1200,60,Wide skyscraper,Local deals,typed,0,0,0,1,248.31280323450417,248.25460916441475,248.26196765498963,51.53,white,de,1,price,9.0
9ecdd4a1_0_0,2,07767cf48e985e9c,frankenpost.de,vorteilhaftleben.de,,,,False,False,False,False,False,False,False,False,False,False,Events and Attractions,0.5151597555442311,News and Politics,0.12161538491474465,Sports,0.10159497523756554,Politics,0.08753850126471976,Cinemas and Events,0.052803747429836484,Political Event,0.05012614900682165,1670,http://ads3-d.adbl.io/static/img/2022-04-21/Automobiles/www.frankenpost.de/9ecdd4a1/0_0.png,07767cf48e985e9c_0_0.png,"Das perfekte Ostergeschenk Jetzt bestellen & Gewinnchancen sichern! Frankenpost + 40-Euro- Gutschein Apple iPad mit nur 49,-€ 1,-€ Zuzahlung",0,0,1200,60,Wide skyscraper,Local deals,typed,0,1,1,0,189.7796121489791,177.4914096133324,252.0822307358115,35.14,silver,de,1,price,6.0
3d9647e3_1_0,2,a7c4e996c4031f08,frankenpost.de,vorteilhaftleben.de,,,,False,False,False,False,False,False,False,False,False,False,Events and Attractions,0.5151597555442311,News and Politics,0.12161538491474465,Sports,0.10159497523756554,Politics,0.08753850126471976,Cinemas and Events,0.052803747429836484,Political Event,0.05012614900682165,2327,http://ads3-d.adbl.io/static/img/2022-04-20/Automobiles/www.frankenpost.de/3d9647e3/1_0.png,a7c4e996c4031f08_1_0.png,Aktiv steht Dir! FRANKENPOST INITIATIVE vorteilhaft leben,0,0,1200,60,Wide skyscraper,Other,typed,0,0,0,1,148.0055851063847,193.52256546644875,26.53189443535685,67.88,olive,de,1,quality,5.0
1930bf41_0_0,2,329e3ff684e3480f,frankenpost.de,vorteilhaftleben.de,,,,False,False,False,False,False,False,False,False,False,False,Events and Attractions,0.5151597555442311,News and Politics,0.12161538491474465,Sports,0.10159497523756554,Politics,0.08753850126471976,Cinemas and Events,0.052803747429836484,Political Event,0.05012614900682165,1886,http://ads3-d.adbl.io/static/img/2022-04-19/Automobiles/www.frankenpost.de/1930bf41/0_0.png,329e3ff684e3480f_0_0.png,"Das perfekte Ostergeschenk Jetzt bestellen & Gewinnchancen sichern! Frankenpost a +40-Euro- Gutschein Apple iPad mit nur 49,-€ 1,-€ Zuzahlung",0,0,1200,60,Wide skyscraper,Other,typed,0,0,1,0,189.7796121489791,177.4914096133324,252.0822307358115,35.14,silver,de,1,price,6.0
d2deaf49_1_0,2,0739770ac0a881e3,frankenpost.de,vorteilhaftleben.de,,,,False,False,False,False,False,False,False,False,False,False,Events and Attractions,0.5151597555442311,News and Politics,0.12161538491474465,Sports,0.10159497523756554,Politics,0.08753850126471976,Cinemas and Events,0.052803747429836484,Political Event,0.05012614900682165,1180,http://ads3-d.adbl.io/static/img/2022-04-19/Automobiles/www.frankenpost.de/d2deaf49/1_0.png,0739770ac0a881e3_1_0.png,"Das perfekte Ostergeschenk Jetzt bestellen & Gewinnchancen sichern! + 40-Euro- Gutschein Apple iPad mit nur 49,-€ 1,-€ Zuzahlung",0,0,1200,60,Wide skyscraper,Local deals,typed,0,0,1,0,189.7509286335257,177.47723859954013,252.072947127164,35.14,silver,de,1,price,9.0
d2deaf49_0_0,2,a34bd53f52022822,frankenpost.de,vorteilhaftleben.de,,,,False,False,False,False,False,False,False,False,False,False,Events and Attractions,0.5151597555442311,News and Politics,0.12161538491474465,Sports,0.10159497523756554,Politics,0.08753850126471976,Cinemas and Events,0.052803747429836484,Political Event,0.05012614900682165,1186,http://ads3-d.adbl.io/static/img/2022-04-19/Automobiles/www.frankenpost.de/d2deaf49/0_0.png,a34bd53f52022822_0_0.png,Vorteile sichern und bares Geld sparen mit der AboCard der Frankenpost,0,0,1200,60,Wide skyscraper,Local deals,typed,0,0,0,1,253.63032774655568,235.22930654332455,237.16137000381275,83.78,white,de,1,price,5.0
f185095e_1_4,1,ba0e56b9bfcb6ea3,vorarlberghilft.at,,,,,False,False,False,False,False,False,False,False,False,False,Personal Finance,0.27121071426017657,Business and Finance,0.2699084863003047,Music and Audio,0.0739230730541952,Industries,0.16236580658109315,Continent,0.10157198880856724,Financial Assistance,0.0471924608601476,819,http://ads3-d.adbl.io/static/img/2022-04-18/Automobiles/www.vol.at/7e488cd4/1_5.png,ba0e56b9bfcb6ea3_1_5.png,VORARLBERG HILFT,0,0,300,120,Wide skyscraper,Other,typed,0,0,0,0,253.34721477755124,252.8993938894144,253.32268173009768,67.37,white,de,1,quality,3.0
321cdb70_1_1,1,9b32494d11219ada,zattoo.com,,,,,False,False,False,False,False,False,False,False,False,False,Television,0.7818986633876898,Technology & Computing,0.13959821566631458,Personal Finance,0.043302510609047,Sports TV,0.3135084735046437,Music TV,0.16183184519147634,Computing,0.13060110094360436,1600,http://ads3-d.adbl.io/static/img/2022-04-21/Automobiles/www.netzwelt.de/321cdb70/1_1.png,9b32494d11219ada_1_1.png,Zattoo Ultimate Zattoo TV Streaming,0,0,300,250,Medium rectangle,IT,typed,0,0,0,1,33.79082633516705,29.12083140470788,26.633361987256052,60.5,black,de,1,quality,6.0
321cdb70_1_0,1,8cade5a88213ca0c,totaladblock.com,,,,,False,False,False,False,False,False,False,False,False,False,Family and Relationships,0.3976860282549224,Personal Finance,0.23979022977735634,Business and Finance,0.17431528876698474,Business,0.3057508095051376,Email,0.2246030182726161,Parenting,0.15535770847068886,1602,http://ads3-d.adbl.io/static/img/2022-04-21/Automobiles/www.netzwelt.de/321cdb70/1_0.png,8cade5a88213ca0c_1_0.png,"Klicken Sie, Um Werbung zu entfernen Werbung entfernen TOTALAdblock",0,0,728,90,Wide skyscraper,Other,typed,0,0,1,1,254.77321983058758,254.296318201985,254.836737711498,72.25,white,de,1,quality,6.0
e2f6453f_1_0,1,888ece103cb38d0f,totaladblock.com,,,,,False,False,False,False,False,False,False,False,False,False,Family and Relationships,0.3976860282549224,Personal Finance,0.23979022977735634,Business and Finance,0.17431528876698474,Business,0.3057508095051376,Email,0.2246030182726161,Parenting,0.15535770847068886,34,http://ads3-d.adbl.io/static/img/2022-04-17/Automobiles/www.netzwelt.de/e2f6453f/1_0.png,888ece103cb38d0f_1_0.png,Alle werbung ausschalten Ausschalten TOTAL Adblock,0,0,970,90,Wide skyscraper,IT,typed,0,0,1,1,254.42891466200527,253.9231008809661,254.45442410939427,77.23,white,de,1,quality,8.0
d8afd1a1_1_0,1,720f2ad9fdbae426,tierischbasel.ch,,,,,False,False,False,False,False,False,False,False,False,False,Pets,0.623557895115536,Hobbies & Interests,0.13471304953071364,Events and Attractions,0.0915211173819138,Pet Adoptions,0.1824706437303339,Cats,0.050947920381094566,Veterinary Medicine,0.0368152438007989,1606,http://ads3-d.adbl.io/static/img/2022-04-21/Automobiles/www.bazonline.ch/d8afd1a1/1_0.png,720f2ad9fdbae426_1_0.png,Museum der Kulturen Basel tierischbasel.ch,0,0,300,600,Sidebar ad,Other,typed,0,0,0,1,215.12200028739682,66.66725514748998,71.91160470510955,27.06,red,de,1,quality,6.0
d8afd1a1_0_0,1,208ee8affe071981,tierischbasel.ch&nm=1,,,,,False,False,False,False,False,False,False,False,False,False,Sports,0.2125347132277823,Technology & Computing,0.11168032260343387,Automotive,0.08253716709202417,Computing,0.06453016309055147,Diseases and Conditions,0.06047070887955081,Industries,0.04489642055907403,1605,http://ads3-d.adbl.io/static/img/2022-04-21/Automobiles/www.bazonline.ch/d8afd1a1/0_0.png,208ee8affe071981_0_0.png,HISTORISCHES MUSEUM BASEL tierischbasel.ch,0,0,300,600,Sidebar ad,Other,typed,0,0,0,1,1.9936375204653127,143.0153153972044,142.401684542202,36.67,teal,de,1,price,3.0
e0ef22a2_1_1,1,3b58a8ea5707854c,newzit.com,,,,,False,False,False,False,False,False,False,False,False,False,News and Politics,0.32119408419816103,Sports,0.2029530040099682,Automotive,0.12393183326063133,International News,0.06037749575623695,Insurance,0.04434149834749302,Talk Radio,0.03678607255602465,335,http://ads3-d.adbl.io/static/img/2022-04-17/Automobiles/dailymail.co.uk/5cda9f95/1_5.png,3b58a8ea5707854c_1_5.png,"MailOnline AD FREE Only €2.49 per month. Click Here BREAKING NEWS Pictured: IT teacher, 34, and his garden centre worker wife, 33, who were killed at home ´in front of their children´ amid claims they were embroiled in a long-running dispute with neighbours over parking - as police quiz two men, 34 and 67, over murder",0,1,970,250,Wide skyscraper,Local deals,typed,0,0,1,1,23.277619630042373,47.84775243803361,135.9014276591382,38.09,navy,en,0,price,6.0
b2ebd853_1_3,1,110c09725d1109b5,newzit.com,,,,,False,False,False,False,False,False,False,False,False,False,News and Politics,0.32119408419816103,Sports,0.2029530040099682,Automotive,0.12393183326063133,International News,0.06037749575623695,Insurance,0.04434149834749302,Talk Radio,0.03678607255602465,2762,http://ads3-d.adbl.io/static/img/2022-04-20/Automobiles/dailymail.co.uk/b2ebd853/1_3.png,110c09725d1109b5_1_3.png,NEWZIT POPULAR STORIES FROM ACROSS THE WEB Prince Harry´s ´sinister claim´ about the Queen exposed in worrying TV interview Daily Mirror 2hrs ago View more Read more,1,1,300,600,Sidebar ad,Other,typed,0,0,1,1,254.10330836707612,253.64821922698138,254.22578367808097,68.46,white,en,0,corrupted,3.0
bcf84f5b_1_4,1,247885124d0d08ca,apple.com,,,,,False,False,False,False,False,False,False,False,False,False,Personal Finance,0.3964977361556685,Technology & Computing,0.21914051731583006,Events and Attractions,0.184521917959408,Personal Debt,0.7595677001033712,Computing,0.02722586559982489,Home Utilities,0.02563058772314893,333,http://ads3-d.adbl.io/static/img/2022-04-17/Automobiles/dailymail.co.uk/5cda9f95/1_3.png,247885124d0d08ca_1_3.png,"cher, 34, and his garden centre at home ´in front of their children´ d in a long-running dispute with lice quiz two men, 34 and 67, over centre eir children pute with nd 67, over",1,1,300,250,Medium rectangle,Other,typed,0,0,0,0,248.13074633878347,250.37614535203014,252.54628396898258,34.05,white,en,0,corrupted,6.0
fe561ccd_1_2,1,2d4bcaa70bcf01f7,lilienthal.berlin,,,,,False,False,False,False,False,False,False,False,False,False,Style & Fashion,0.6531969314513497,Business and Finance,0.143473292412116,Automotive,0.04576875255440275,Women's Fashion,0.2345516115913024,Men's Fashion,0.12184965862513447,Auto Type,0.09678712168000217,2072,http://ads3-d.adbl.io/static/img/2022-04-21/Automobiles/www.swp.de/fe561ccd/1_2.png,2d4bcaa70bcf01f7_1_2.png,LILIENTHAL BERLIN CHRONOGRAPH BLUE ORANGE SHOP NOW,0,0,300,600,Sidebar ad,Other,typed,0,0,1,1,238.77369850612467,241.66830013581156,251.59638976912004,49.09,white,en,1,quality,7.0
fe561ccd_1_1,1,50ba29b3dce4ca06,lilienthal.berlin,,,,,False,False,False,False,False,False,False,False,False,False,Style & Fashion,0.6531969314513497,Business and Finance,0.143473292412116,Automotive,0.04576875255440275,Women's Fashion,0.2345516115913024,Men's Fashion,0.12184965862513447,Auto Type,0.09678712168000217,2071,http://ads3-d.adbl.io/static/img/2022-04-21/Automobiles/www.swp.de/fe561ccd/1_1.png,50ba29b3dce4ca06_1_1.png,LILIENTHAL BERLIN CHRONOGRAPH BLUE ORANGE SHOP NOW,0,0,300,250,Medium rectangle,Other,typed,0,0,1,1,19.668161234916123,20.31189631711416,23.8570345089144,59.77,black,en,1,quality,7.0
f721622d_1_7,1,91b5644428b9f228,lilienthal.berlin,,,,,False,False,False,False,False,False,False,False,False,False,Style & Fashion,0.6531969314513497,Business and Finance,0.143473292412116,Automotive,0.04576875255440275,Women's Fashion,0.2345516115913024,Men's Fashion,0.12184965862513447,Auto Type,0.09678712168000217,2069,http://ads3-d.adbl.io/static/img/2022-04-21/Automobiles/express.co.uk/f721622d/1_4.png,91b5644428b9f228_1_4.png,LILIENTHAL BERLIN Designed in Berlin. Made in Germany. JETZT ENTDECKEN,0,0,300,250,Medium rectangle,Other,typed,0,0,1,1,64.07115836160038,47.271686668409316,39.60797678059097,40.89,maroon,en,1,quality,9.0
302a3e93_0_3,1,27ec2a808516ea26,lilienthal.berlin,,,,,False,False,False,False,False,False,False,False,False,False,Style & Fashion,0.6531969314513497,Business and Finance,0.143473292412116,Automotive,0.04576875255440275,Women's Fashion,0.2345516115913024,Men's Fashion,0.12184965862513447,Auto Type,0.09678712168000217,1925,http://ads3-d.adbl.io/static/img/2022-04-20/Automobiles/www.wz.de/302a3e93/0_3.png,27ec2a808516ea26_0_3.png,MENÜ Anmelden EBER SPECIALS REISE DIGITA SHOP NOW,0,1,301,600,Wide skyscraper,Other,typed,0,0,1,0,241.8143856387368,244.2955596874589,252.07285787016784,50.02,white,de,0,quality,7.0
e285aa7a_1_3,1,af3d7351bb7388a1,lilienthal.berlin,,,,,False,False,False,False,False,False,False,False,False,False,Style & Fashion,0.6531969314513497,Business and Finance,0.143473292412116,Automotive,0.04576875255440275,Women's Fashion,0.2345516115913024,Men's Fashion,0.12184965862513447,Auto Type,0.09678712168000217,255,http://ads3-d.adbl.io/static/img/2022-04-17/Automobiles/ksta.de/eaab77ab/0_0.png,af3d7351bb7388a1_0_0.png,LILIENTHAL BERLIN B,0,1,300,600,Sidebar ad,Retail,typed,0,0,0,1,0.9888749221825036,1.4385066315767574,2.044065646172456,47.29,black,de,0,corrupted,6.0
32dfb276_1_6,1,2609fe1af3645787,lilienthal.berlin,,,,,False,False,False,False,False,False,False,False,False,False,Style & Fashion,0.6531969314513497,Business and Finance,0.143473292412116,Automotive,0.04576875255440275,Women's Fashion,0.2345516115913024,Men's Fashion,0.12184965862513447,Auto Type,0.09678712168000217,2412,http://ads3-d.adbl.io/static/img/2022-04-19/Automobiles/dailymail.co.uk/32dfb276/1_6.png,2609fe1af3645787_1_6.png,LILIENTHAL BERLIN CHRONOGRAPH BLUE ORANGE SHOP NOW,0,0,300,600,Sidebar ad,Other,typed,0,0,1,1,238.75954475745112,241.7662543385046,251.499778028884,55.06,white,en,1,quality,7.0
dbeb9cac_1_7,1,77ba1dc5d6e2bb7d,lilienthal.berlin,,,,,False,False,False,False,False,False,False,False,False,False,Style & Fashion,0.6531969314513497,Business and Finance,0.143473292412116,Automotive,0.04576875255440275,Women's Fashion,0.2345516115913024,Men's Fashion,0.12184965862513447,Auto Type,0.09678712168000217,2226,http://ads3-d.adbl.io/static/img/2022-04-19/Automobiles/stern.de/dbeb9cac/1_7.png,77ba1dc5d6e2bb7d_1_7.png,LILIENTHAL BERLIN DIE WELTWEIT ERSTE UHR AUS RECYCLTEM KAFFEE! JETZT ENTDECKEN,0,0,300,250,Medium rectangle,Other,typed,0,0,1,1,237.00582053022774,242.85341724769341,251.48437917772662,64.83,white,de,1,time,6.0
b764861a_1_20,1,97c402ef29abb359,lilienthal.berlin,,,,,False,False,False,False,False,False,False,False,False,False,Style & Fashion,0.6531969314513497,Business and Finance,0.143473292412116,Automotive,0.04576875255440275,Women's Fashion,0.2345516115913024,Men's Fashion,0.12184965862513447,Auto Type,0.09678712168000217,682,http://ads3-d.adbl.io/static/img/2022-04-18/Automobiles/www.n-tv.de/b764861a/1_20.png,97c402ef29abb359_1_20.png,LILIENTHAL BERLIN CHRONOGRAPH BLUE ORANGE JETZT ENTDECKEN,0,0,970,250,Wide skyscraper,Retail,typed,0,0,1,1,234.67708089023282,240.67150757302673,251.81063682710186,66.81,white,de,1,quality,7.0
b764861a_1_14,1,353a28868e451347,lilienthal.berlin,,,,,False,False,False,False,False,False,False,False,False,False,Style & Fashion,0.6531969314513497,Business and Finance,0.143473292412116,Automotive,0.04576875255440275,Women's Fashion,0.2345516115913024,Men's Fashion,0.12184965862513447,Auto Type,0.09678712168000217,683,http://ads3-d.adbl.io/static/img/2022-04-18/Automobiles/www.n-tv.de/b764861a/1_14.png,353a28868e451347_1_14.png,LILIENTHAL BERLIN CHRONOGRAPH BLUE ORANGE JETZT ENTDECKEN,0,0,300,250,Medium rectangle,Retail,typed,0,0,1,1,239.541705542087,242.19035475108888,251.56067674316608,64.31,white,de,1,quality,7.0
